100985	1
100989	2
100990	1
100994	0	9
101001	2
101006	0
101008	0
101010	0
101012	1
100015	1
101020	0
101025	1
101030	0
101031	2
101038	1
101042	1
101044	1
101047	1
101058	0
101060	0	9
101062	8
101064	0
101065	1
101067	1	9
101069	2
101073	0	9
100465	2
101077	8
101078	0
101082	0
100483	0
101087	0
101088	0
101094	1
101096	1
101097	0
101098	0
101104	1
101105	0	9
101106	1	9
101107	1
101108	0
101110	0
101115	1
101117	1
101118	0
101119	2
101120	8	9
101121	0
101122	0
101124	1
101127	2
101128	2
101133	1
101138	0
101142	0
101146	2
101147	0
101148	0
101150	0
101151	0
101152	1
101154	1
101159	0	9
101160	8
101161	1	9
101162	0	9
101163	3
101164	0	9
101165	0
101166	1
101167	1	9
101168	15
101169	1
101171	0
101172	2
101173	1
101174	1
101175	0
101176	0
101178	1
101181	0
101182	0
101183	0
101184	0
101185	1
101186	1	9
101187	0
101188	0
101189	0
101194	2
101208	0
101209	0
101210	2
101211	1
101212	2
101213	2
101214	0
101216	0
101217	0
101218	0
101219	0
101220	0
101221	0
101222	0
101223	1
101224	0
101225	0
101226	3
101227	0	9
101228	2
101229	3
101230	0
101231	1
101232	0
101233	13
101234	1
101235	0
101236	0
101237	2
101238	2
101239	2
101240	2
101241	0
101242	0
101243	0
101244	1
101245	0
101246	1
101247	0
101248	0
101249	2
101250	0
101251	0
101252	0
101253	1
101254	0
101255	0
101256	1
101257	2
101258	3
101259	0
101260	2
101261	0
101262	1
101263	0
101264	1
101265	0
101266	1
101267	2
101268	1
101269	1
101270	1
101271	1
101272	0
101273	1
101274	0
101275	2
101276	1
101277	0
101278	0
101279	3
101280	1
101281	0
101282	0
101283	0
101284	8
101285	0
101286	1
101287	2
101288	0
101289	1
101290	1
101291	0
101292	1
101293	0
101294	0	9
101295	0
101296	0
101297	13
101298	0
101299	6
101300	0
101301	3
101302	0
101303	0
101304	0
101305	1
101306	2
101307	0
101308	0
101309	8
101310	0
101311	0
101312	0
101314	2
101315	1
101316	1
101317	0
101318	2
101319	0
101320	2
101321	0
101322	2
101323	2
101324	1
101325	0
101326	0
101327	0
101328	2
101329	2
101330	2
101331	0
101332	0
101333	0
101334	0
101335	8
101336	1
101337	2
101338	0
101339	0
101340	1
101341	1
101342	2
101343	1
100497	2
101344	0
101345	0
101346	1
101347	2
101348	0
101349	0
101350	1
101351	0
101352	0
101353	2
101354	0
101355	0
101356	0
101357	0
101358	0
101359	0
101360	0
101361	1
101362	0
101363	1
101364	0
101365	3
101366	0
101367	2
101368	1
101369	2
101370	0
101371	0
101372	1
101373	1
101374	0
101375	2
101376	1
101377	0
101378	0
101379	1
101380	0
101381	0
101382	0
101383	1
101384	1
101385	0
101386	1
101387	8
101388	0
101389	0
101390	2
101391	2
101392	0
101393	0
101394	2
101395	0
101396	2
101397	0
101398	0
101399	0
101400	1
101401	1
101402	2
101403	0
101404	1
101405	0
101406	0
101407	1
101408	2
101409	0
101410	1
101411	1
101412	1
101413	0
101414	0
101415	1
101416	0
101417	1
101418	1
101419	1
101420	0
101421	0
101422	0
101423	0
101424	0
101425	0
101426	6
101427	1
101428	1
101429	2
101430	2
101431	1
101432	1
101433	1
101434	2
101435	0
101436	2
100322	2
101437	0
101438	2
101439	1
101440	3
101441	1
101442	8
101443	1
101444	1
101445	1
101446	2
101447	0
101448	1
101449	0
101450	0
101451	0
101452	1
101453	0
101454	2
101455	0
101456	0
101457	3
101458	2
101459	2
101460	0
101461	1
101462	0
101463	2
101464	8
101465	1
101466	0
101467	2
101468	2
101469	0
101470	0
101471	0
101472	1
101473	6
101474	2
101475	0
101476	2
101477	0
101478	1
101479	0
101480	2
101481	0
101482	0
101483	0
101484	0
101485	0
101486	2
101487	2
101488	0
101489	0
101490	0
101491	0
101492	0
101493	1
101494	1
101495	2
101496	1
101497	0
101498	1
101499	2
101500	1
101501	1
101502	1
101503	1
101504	3
101505	1
101506	2
101507	0
101508	0
101509	0
101510	0
101511	1
101512	0
101513	1
101514	8
101515	2
101516	2
101517	0
101518	0
101519	0
101520	0
101521	0
101522	2
101523	0
101524	0
101525	1
101526	1
101527	2
101528	1
101529	1
101530	0
101531	2
101532	0
101533	1
101534	2
101535	2
101536	2
101537	0
101538	2
101539	1
101540	1
101541	1
101542	2
101543	0
101544	1
101545	1
101546	2
101547	3
101548	0
101549	2
101550	1
101551	1
101552	0
101553	1
101554	2
101555	1
101556	0
101557	8
101558	1
101559	1
101560	3
101561	2
101562	13
101563	1
101564	0
101565	2
101566	0
101567	0
101568	0
101569	0
101570	0
101571	2
101572	0
101573	1
101574	0
101575	0
101576	1
101577	1
101578	2
101579	0
101580	1
101581	1
101582	8
101583	8
101584	2
101585	0
101586	0
101587	0
101588	0
101589	0
101590	2
101591	1
101592	2
101593	0
101594	0
101595	0
101596	0
101597	0
101598	0
101599	0
101600	0
101601	1
101602	2
101603	0
101604	0
101605	2
101606	8
101607	1
101608	2
101609	0
101610	0
101611	0
101612	1
101613	8
101614	1
101615	1
101616	0
101617	1
101618	0
101619	0
101620	0
101621	0
101622	2
101623	1
101624	0
101625	0
101626	1
101627	0
101628	1
101629	0
101630	1
101631	0
101632	0
101633	0
101634	0
101635	1
101636	1
101637	2
101638	0
101639	0
101640	0
101641	1
101642	0
101643	0
101644	0
101645	0
101646	0
101647	1
101648	0
101649	0
101650	1
101651	1
101652	0
101653	1
101654	3
101655	0
101656	1
101657	3
101659	0
101660	1
101661	0
101662	1
101663	2
101664	1
101665	2
101666	1
101668	0
101669	0
101671	0
101672	1
101673	0
101674	0
101675	0
101676	1
101677	0
101678	1
101679	0
101680	1
101681	1
101683	1
101685	0
101686	3
101687	0
101688	14
101689	0
101690	0
101691	1
101692	3
101694	1
101695	2
101697	0
101698	2
101700	0
101701	0
101705	13
101706	1
101709	0
101711	2
101714	0
101716	0
101717	0
101719	6
101720	7
101721	2
101724	0
101726	2
101727	3
101728	0
101729	1
101730	13
101731	0
101732	0
101735	0
101736	1
101737	2
101739	1
101744	1
101747	1
101754	0
101755	2
101756	1
101757	1
101758	0
101759	0
101760	0
101763	0
101764	3
101766	0
101767	1
101768	0
101769	1
101770	1
101771	0
101772	13
101773	0
101774	0
101775	1
101776	2
101777	1
101778	1
101779	2
101780	2
101781	1
101782	0
101783	0
101784	1
101785	0
101786	1
101787	0
101788	0
101789	0
101790	0
101791	1
101792	1
101793	0
101794	1
101795	0
101796	1
101797	8
101798	1
101799	1
101800	0
101801	2
101803	1
101804	1
101805	0
101806	1
101807	0
101808	2
101809	0
101810	8
101811	1
101812	2
101813	2
101814	0
101815	1
101816	2
101817	1
101818	1
101819	2
101820	0
101821	1
101822	8
101823	1
101824	1
101825	1
101826	0
101827	0
101828	0
101829	0
101830	0
101831	1
101832	0
101833	0
101834	0
101835	0
101836	1
101837	1
101838	1
101839	2
101840	1
101841	2
101842	0
101843	13
101844	3
101845	0
101846	2
101847	3
101848	0
101849	1
101850	8
101851	0
101852	0
101853	1
101854	1
101855	0
101856	2
101857	0
101858	1
101859	0
101860	13
101861	3
101862	2
101863	0
101864	0
101865	8
101866	1
101867	1
101868	0
101869	0
101870	0
101871	0
101872	0
101873	0
101874	1
101875	2
101876	1
101877	1
101878	1
101880	0
101881	0
101882	1
101884	0
101885	2
101886	1
101887	0
101888	0
101889	0
101890	0
101891	0
101892	0
101893	0
101894	3
101895	0
101896	1
101897	8
101898	0
101899	2
101900	1
101901	1
101902	0
101903	1
101904	0	1
101905	2
101906	0
101907	0
101908	1
101909	2
101910	1
101911	13
101912	0
101913	0
101914	2
101915	0
101916	0
101917	0
101918	1
101919	0
101920	2
101921	0
101922	2
101923	3
101924	2
101925	0
101926	0
101927	0
101928	0
101929	2
101930	0
101932	0
101933	1
101934	1
101935	1
101936	0
101937	0
101938	3
101939	8
101940	0
101941	1
101942	1
101943	1
101944	2
101945	13
101946	0
101947	0
101948	0
101949	1
101950	2
101951	0
101952	2
101953	13
101954	1
101955	2
101956	2
101957	2
101958	0
101959	2
101960	0
101961	1
101962	1
101963	1
101964	0
101965	1
101966	0
101967	2
101968	2
101969	1
101970	2
101971	0
101972	2
101973	0
101974	0
101975	1
101976	1
101977	0
101978	8
101979	2
101980	1
101981	0
101982	2
101983	1
101984	0
101985	1
101986	15
101987	2
101988	1
101989	0
101990	0
101991	2
101992	2
101993	0
101994	2
101995	13
101996	0
101997	1
101998	1
101999	1
102000	0
102001	1
102002	2
102003	0
102004	0
102005	1
102006	0
102007	1
102008	0
102009	13
102010	0
102011	1
102012	2
102013	0
102014	0
102015	2
102016	1
102017	2
102018	0
102019	0
102020	1
102021	2
102022	0
102023	0
102024	1
102025	1
102026	2
102027	0
102028	0
102029	3
102030	2
102031	2
102032	0
102033	0
102034	0
102035	0
102036	1
102037	3
102038	0
102039	0
102040	0
102041	2
102042	0
102043	0
102044	2
102045	0
102046	1
102047	1
102048	1
102049	0
102050	1
102051	0
102052	0
102053	1
102054	1
102055	0
102056	0
102057	1
102058	1
102059	1
102060	0
102061	1
102062	2
102063	0
102064	2
102065	1
102066	8
102067	1
102068	0
102069	2
102070	0
102071	0
102072	1
102073	3
102074	0
102075	0
102076	13
102077	2
102078	1
102079	2
102080	2
102081	2
102082	8
102083	1
102084	1
102085	8
102086	1
102087	2
102088	0
102089	1
102090	3
102091	1
102092	0
102093	0
102094	0
102095	0
102096	0
102097	0
102098	0
102099	2
102100	2
102101	1
102102	1
102103	0
102104	1
102105	2
102106	1
102107	0
102108	0
102115	2
102122	1
102124	1
102126	0
102129	13
102162	0
102166	0
102183	8
102184	2
102185	8
102188	1
102189	0
102190	6
102191	7
102199	0
102217	1
102226	0
102240	8
102242	8
102254	8
102256	1
102269	3
102276	8
102284	3
102285	2
102304	8
102312	8
102317	2
102322	8
102333	8
102334	1
102335	2
102339	0
102340	1
102348	0
102351	1
102355	7
102362	1
102363	0
102367	1
102375	0
102376	0
102377	1
102378	0
102382	1
102389	0
102390	1
102403	1
102419	8
102424	7
102434	1
102440	2
102453	0
102456	2
102458	1
102460	0
102462	0
102463	8
102468	8
102469	1
102473	1
102477	2
102484	1
102497	1
102498	0
102518	1
102525	1
102526	0
102527	1
102529	1
102532	0
102534	1
102542	0
102543	0
102544	0
102545	2
102546	0
102547	2
102548	2
102549	2
102550	0
102551	0
102552	0
102553	1
102554	0
102555	2
102556	0
102557	1
102558	0
102559	1
102560	0
102561	2
102562	3
102563	0
102564	0
102565	0
102566	0
102567	0
102568	1
102569	1
102570	8
102571	0
102572	1
102573	0
102574	0
102575	2
102576	0
102577	0
102578	2
102579	2
102580	0
102581	1
102582	0
102583	0
102584	0
102585	0
102586	1
102587	0
102588	2
102589	0
102590	1
102591	1
102592	1
102593	2
102594	1
102595	1
102596	0
102597	3
102598	0
102599	0
102600	0
102601	2
102602	2
102603	1
102604	0
102605	0
102606	0
